#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
gi|583838240|AX25_08325|AX25_08325| -            181 1-cysPrx_C           PF10417.4     40   6.4e-06   23.3   0.1   1   1     5e-09   1.4e-05   22.3   0.1     7    24   164   181   162   181 0.92 thioredoxin   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836830|AX25_00605|AX25_00605| -            314 2-Hacid_dh           PF00389.25   133   3.6e-35  117.9   0.3   1   1   4.4e-38   4.1e-35  117.7   0.3     1   132     5   313     5   314 0.97 2-hydroxyacid dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836738|AX25_00130|AX25_00130| -            395 2-Hacid_dh           PF00389.25   133   7.2e-20   68.4   0.2   1   1   1.1e-22     1e-19   67.9   0.2    37   133    29   304     8   304 0.94 3-phosphoglycerate dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838335|AX25_08950|AX25_08950| -            313 2-Hacid_dh           PF00389.25   133   4.7e-16   56.1   0.0   1   1   6.1e-19   5.6e-16   55.8   0.0    20   133    23   308     3   308 0.94 dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836830|AX25_00605|AX25_00605| -            314 2-Hacid_dh_C         PF02826.14   178   2.2e-59  197.2   0.0   1   1   1.1e-61   4.2e-59  196.3   0.0     1   178   108   282   108   282 0.95 2-hydroxyacid dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838335|AX25_08950|AX25_08950| -            313 2-Hacid_dh_C         PF02826.14   178   6.8e-45  150.0   0.0   1   1   3.6e-47   1.4e-44  148.9   0.0     2   178   103   276   102   276 0.96 dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836738|AX25_00130|AX25_00130| -            395 2-Hacid_dh_C         PF02826.14   178   1.8e-40  135.5   0.0   1   1   7.1e-43   2.8e-40  134.9   0.0    16   178   119   272    92   272 0.88 3-phosphoglycerate dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838638|AX25_10515|AX25_10515| -            331 2-Hacid_dh_C         PF02826.14   178   7.1e-09   32.6   0.0   1   1   3.2e-11   1.3e-08   31.8   0.0    27   106     8    85     2   104 0.88 ketol-acid reductoisomerase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838426|AX25_09410|AX25_09410| -            374 2-Hacid_dh_C         PF02826.14   178   1.6e-08   31.5   0.2   1   1     1e-10   4.1e-08   30.1   0.0    34    97     7    76     2    94 0.81 phosphoribosylaminoimidazole carboxylase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837643|AX25_05155|AX25_05155| -            286 2-Hacid_dh_C         PF02826.14   178     5e-08   29.9   0.0   1   1   1.8e-10   7.1e-08   29.4   0.0    37   126     2    94     1   112 0.90 oxidoreductase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838213|AX25_08185|AX25_08185| -            370 2-Hacid_dh_C         PF02826.14   178   1.7e-07   28.2   0.7   1   1   9.3e-10   3.7e-07   27.1   0.2    34   127   165   267   148   292 0.82 alanine dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837691|AX25_05400|AX25_05400| -            544 2-oxoacid_dh         PF00198.18   231   3.8e-87  288.9   0.2   1   1   3.7e-90   5.1e-87  288.5   0.2     3   231   313   542   311   542 0.98 dihydrolipoamide acetyltransferase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838007|AX25_07105|AX25_07105| -            414 2-oxoacid_dh         PF00198.18   231   9.1e-79  261.5   0.3   1   1   9.5e-82   1.3e-78  261.0   0.3     4   227   184   407   181   409 0.98 branched-chain alpha-keto acid dehydrogenase subunit E2   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837755|AX25_05785|AX25_05785| -            135 3-dmu-9_3-mt         PF06983.8    116   1.1e-24   84.6   0.1   1   1   2.3e-27   1.3e-24   84.4   0.1     3   116     8   133     6   133 0.91 methyltransferase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837873|AX25_06425|AX25_06425| -            135 3-dmu-9_3-mt         PF06983.8    116   2.3e-11   41.7   0.0   1   1   5.2e-14   2.9e-11   41.3   0.0     6   114     6   131     2   133 0.82 glyoxalase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837458|AX25_04135|AX25_04135| -            134 3-dmu-9_3-mt         PF06983.8    116   3.3e-11   41.1   0.2   1   1   7.1e-14   3.9e-11   40.9   0.2     4   115     5   131     2   132 0.85 PhnB protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583839314|AX25_14345|AX25_14345| -            147 3-dmu-9_3-mt         PF06983.8    116   7.6e-09   33.5   0.0   1   1   1.8e-11   9.8e-09   33.2   0.0     2   114     3   138     2   140 0.81 3-demethylubiquinone-9 3-methyltransferase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838278|AX25_08530|AX25_08530| -            142 3-dmu-9_3-mt         PF06983.8    116   1.8e-05   22.6   0.1   1   1   4.9e-08   2.7e-05   22.1   0.1     2   114     4   131     3   133 0.77 glyoxalase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583839039|AX25_12770|AX25_12770| -            327 3Beta_HSD            PF01073.14   280   1.2e-22   77.6   0.0   1   1   1.3e-24   1.2e-21   74.2   0.0     1   235     4   243     4   250 0.73 UDP-glucose 4-epimerase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583839276|AX25_14120|AX25_14120| -            363 3Beta_HSD            PF01073.14   280   1.8e-10   37.6   0.1   1   1   6.5e-13     6e-10   35.8   0.1     1   123    40   170    40   200 0.77 polysaccharide biosynthesis protein EpsC   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838965|AX25_12355|AX25_12355| -            209 3Beta_HSD            PF01073.14   280   4.2e-10   36.3   0.0   1   1     6e-13   5.5e-10   36.0   0.0     1   119     4   113     4   125 0.89 NAD dependent epimerase/dehydratase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583839085|AX25_13020|AX25_13020| -            272 3D                   PF06725.6     75   7.1e-24   81.2   0.6   1   1   2.3e-26   3.2e-23   79.1   0.2     1    74   211   271   211   272 0.97 peptidase M23B   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836910|AX25_01050|AX25_01050| -            406 3D                   PF06725.6     75   6.5e-22   74.9   0.1   1   1     1e-24   1.4e-21   73.8   0.1     1    75   345   406   345   406 0.97 hypothetical protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838673|AX25_10690|AX25_10690| -            173 3H                   PF02829.9     98   7.5e-35  116.5   2.5   1   1   4.6e-38   1.3e-34  115.8   2.5     1    98    76   173    76   173 0.99 transcriptional regulator   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838004|AX25_07090|AX25_07090| -            475 3HCDH_N              PF02737.13   180   5.1e-09   33.6   5.1   1   1   2.3e-10     9e-08   29.6   0.3     2    65   185   248   184   266 0.86 dihydrolipoamide dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838010|AX25_07120|AX25_07120| -            472 3HCDH_N              PF02737.13   180   2.1e-06   25.1   0.1   1   1   9.7e-09   3.8e-06   24.2   0.1     2    86     6    87     5    91 0.71 6-phosphogluconate dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837643|AX25_05155|AX25_05155| -            286 3HCDH_N              PF02737.13   180     7e-06   23.4   0.0   1   1   3.2e-08   1.3e-05   22.5   0.0     1    43     3    45     3    78 0.78 oxidoreductase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838886|AX25_11855|AX25_11855| -            641 3HCDH_N              PF02737.13   180   7.2e-06   23.3   5.1   1   1   8.5e-08   3.4e-05   21.2   0.1     1    59   504   562   504   580 0.87 NADH oxidase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838597|AX25_10310|AX25_10310| -            172 4HBT                 PF03061.17    79   1.9e-17   60.7   0.0   1   1     4e-20   2.8e-17   60.2   0.0     1    75    28   101    28   105 0.96 acyl-CoA hydrolase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838957|AX25_12315|AX25_12315| -            129 4HBT                 PF03061.17    79   1.4e-16   58.0   0.1   1   1   2.6e-19   1.8e-16   57.6   0.1     1    79    33   110    33   110 0.98 thioesterase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837918|AX25_06650|AX25_06650| -            139 4HBT                 PF03061.17    79   1.1e-11   42.2   0.0   1   1   2.2e-14   1.5e-11   41.8   0.0     1    78    18   102    18   103 0.97 hypothetical protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583839087|AX25_13030|AX25_13030| -            144 4HBT                 PF03061.17    79   3.9e-06   24.5   0.0   1   1   7.6e-09   5.3e-06   24.1   0.0    12    78    64   131    52   132 0.81 3-hydroxyacyl-ACP dehydratase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837918|AX25_06650|AX25_06650| -            139 4HBT_2               PF13279.1    121   4.2e-12   44.2   0.2   1   1   1.7e-15   4.8e-12   44.0   0.2     1   114    10   122    10   137 0.89 hypothetical protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837383|AX25_03680|AX25_03680| -            598 4HB_MCP_1            PF12729.2    181   1.5e-22   77.5  11.5   1   1   5.2e-26   1.5e-22   77.5  11.5     1   176     6   183     6   186 0.94 chemotaxis protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583837970|AX25_06915|AX25_06915| -            179 5-FTHF_cyc-lig       PF01812.15   186   9.9e-38  127.3   0.0   1   1     4e-41   1.1e-37  127.2   0.0     1   184     4   177     4   179 0.95 5-formyltetrahydrofolate cyclo-ligase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838563|AX25_10140|AX25_10140| -            375 5TM-5TMR_LYT         PF07694.7    169   1.3e-08   31.9  10.3   1   1   7.7e-12   2.1e-08   31.2  10.3    14   125    43   156    13   197 0.77 diguanylate cyclase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838531|AX25_09965|AX25_09965| -            290 5_3_exonuc           PF01367.15   101   1.3e-33  112.8   0.1   1   1   1.7e-36   2.3e-33  112.0   0.1     1    97   177   272   177   275 0.97 5'-3' exonuclease   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838199|AX25_08115|AX25_08115| -            875 5_3_exonuc           PF01367.15   101   1.5e-32  109.5   0.1   1   1     4e-35   5.5e-32  107.6   0.1     1   100   170   270   170   271 0.96 DNA polymerase I   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838199|AX25_08115|AX25_08115| -            875 5_3_exonuc_N         PF02739.11   169   1.7e-62  207.3   0.0   1   1   2.7e-65   3.7e-62  206.2   0.0     1   169     2   168     2   168 0.99 DNA polymerase I   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838531|AX25_09965|AX25_09965| -            290 5_3_exonuc_N         PF02739.11   169   6.7e-52  172.9   0.0   1   1   7.2e-55     1e-51  172.3   0.0     2   168     7   174     6   175 0.97 5'-3' exonuclease   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836867|AX25_00830|AX25_00830| -            783 5_nucleotid_C        PF02872.13   156   7.7e-38  127.5   2.4   1   1   1.7e-40   2.4e-37  125.9   2.4    12   156   390   544   374   544 0.86 5'-nucleotidase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838974|AX25_12400|AX25_12400| -            462 5_nucleotid_C        PF02872.13   156   3.4e-11   40.9   0.0   1   1   4.4e-14     6e-11   40.1   0.0    15   142   288   419   275   426 0.84 ser/threonine protein phosphatase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836760|AX25_00245|AX25_00245| -            287 60KD_IMP             PF02096.15   198   2.2e-67  224.2  20.2   1   1   1.6e-70   2.2e-67  224.2  20.2     1   197    63   250    63   251 0.95 membrane protein   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838013|AX25_07135|AX25_07135| -            275 60KD_IMP             PF02096.15   198   4.2e-54  180.8  13.0   1   1   5.8e-57     8e-54  179.9  13.0     1   197    55   247    55   248 0.94 OxaA precursor   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838010|AX25_07120|AX25_07120| -            472 6PGD                 PF00393.14   291  1.3e-143  475.0   0.2   1   1  7.5e-147  2.1e-143  474.4   0.1     1   290   178   467   178   468 0.99 6-phosphogluconate dehydrogenase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838102|AX25_07610|AX25_07610| -            718 7TM-7TMR_HD          PF07698.6    194   5.4e-38  128.0  29.1   1   1   1.9e-41   5.4e-38  128.0  29.1     2   194   291   486   290   486 0.96 hydrolase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583838102|AX25_07610|AX25_07610| -            718 7TMR-HDED            PF07697.6    222   3.1e-53  178.4  19.9   1   1   4.5e-56   1.2e-52  176.4  17.9     2   221    47   285    46   286 0.96 hydrolase   [Listeria ivanovii WSLC3009 | 1457190.3]
gi|583836942|AX25_01220|AX25_01220| -            692 AAA                  PF00004.24   132   5.6e-47  156.8   0.0   1   1   7.7e-49   1.3e-46  155.7   0.0     1   131   217   349   217   350 0.97 cell division protein FtsH   [Listeria ivanovii WSLC3009 | 1457190.3]
